NMU,ANO,PIB,PIBpC,VABT,VAAGRO,VAAGRO_R,VAIND,VAIND_R,VASERV,VASERV_R,VAADESS,VAADESS_R,REM,RIT,RSIUP,RCC,RCO,RSE,RAP,RAECP,CENSO,MCEXT,CTRY,US,IDBEF1,IDBEF2,IDBEM,IDBFF1,IDBFF2,IDBFM,IDBMF1,IDBMF2,IDBMM,IRE_F1,IRE_F2,IRE_M,IRF_F1,IRF_F2,IRF_M,IRM_F1,IRM_F2,IRM_M,NSLPE_F1,NSLPE_F2,NSLPE_M,NSLPF_F1,NSLPF_F2,NSLPF_M,NSLPM_F1,NSLPM_F2,NSLPM_M,NSME_F1,NSME_F2,NSME_M,NSMF_F1,NSMF_F2,NSMF_M,NSMM_F1,NSMM_F2,NSMM_M,NSMPE_F1,NSMPE_F2,NSMPE_M,NSMPF_F1,NSMPF_F2,NSMPF_M,NSMPM_F1,NSMPM_F2,NSMPM_M,TAE_F1,TAE_F2,TAE_M,TAF_F1,TAF_F2,TAF_M,TAM_F1,TAM_F2,TAM_M,SIFI,FCMI,MCSI,SUPCOM,INSND,IDHME
Goiânia,2021,,,,,,,,,,,,4883.55,2272.84,5292.29,2223.09,2377.02,2772.29,7178.25,2225.71,1425967.33333333,,,,6.7,5.3,4.6,6.1,,,5.9,5.1,,0.995991,0.985474,0.97058,0.953336,0.878364,0.81258,0.997599,0.997998,,229.6,264.69,282.66,225.6,,,211.45,255.36,,239.82,260.64,273.91,225.45,,,214.81,248.94,,6.715316,5.422167,4.768002,6.368352,,,5.908026,5.071667,,99.6,98.4,97.0,94.9,88.2,81.3,99.8,99.8,,,,,,,
Goiânia,2022,,,,,,,,,,,,,,,,,,,,1437237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2009,,,,,,,,,,,,,,,,,,,,,,,,4.7,3.7,,,,,4.6,3.6,,0.896779,0.78266603,,,,,0.83659703,0.69615602,,183.63,241.07,,,,,195.14,258.79,,205.77,241.08,,,,,209.19,248.36,,5.2296882,4.7026672,,,,,5.5044098,5.1193328,,89.3,78.2,,,,,84.6,69.4,,,,,,,
Goianira,2010,322592.499,9471.02,294773.881,10126.157,0.0343522871349649,111588.238,0.378555378181556,101093.894,0.3429540421188131,71965.593,0.2441382959570966,1714.5,937.2,2251.41,1266.58,789.27,864.57,1052.67,760.2,34060.0,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",Portugal Antilhas Holandesas Bolívia Grécia,55632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2011,391224.457,11225.31,353901.968,10564.363,0.0298510998955507,125984.062,0.3559857627013817,132513.328,0.3744351260572815,84840.215,0.239728011345786,1662.62,1088.44,4873.73,1182.15,842.9,852.99,1169.25,861.42,37214.6666666667,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",Itália Antilhas Holandesas Peru Equador Estados Unidos,38083.0,5.6,4.0,,,,,5.1,3.4,,0.98000002,0.83936799,,,,,0.93643302,0.68765002,,203.32,239.44,,,,,193.49,241.25,,213.8,243.42,,,,,209.63,253.33,,5.7411242,4.7145,,,,,5.482625,4.909833,,98.0,83.9,,,,,93.4,66.0,,,,,,,
Goianira,2012,441690.665,12401.12,404406.231,11767.146,0.0290973409853321,151278.75,0.3740762095230921,146389.352,0.3619858963053415,94970.983,0.2348405531862341,2287.43,1538.66,5708.17,1253.53,981.2,1081.46,1480.76,963.72,40369.3333333333,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",Equador Antilhas Holandesas Peru Estados Unidos,65663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2013,506388.031,13427.41,457237.911,14899.39,0.0325856400826745,162884.779,0.356236381720325,166777.922,0.3647508616143598,112675.82,0.2464271165826405,2917.73,1644.93,1721.61,1527.3,1033.71,1290.31,1302.41,1088.19,43524.0,"Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Camiseiros, blusas, blusas-camiseiros, de malha, de uso feminino Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de malha, de uso feminino Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, frescas ou refrigeradas Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Outros calçados",Suíça Países Baixos (Holanda) Líbia Irã Egito Hong Kong Espanha Espanha Antilhas Holandesas Alemanha Hong Kong Hong Kong Países Baixos (Holanda) Equador Estados Unidos Paraguai,3651449.0,5.4,4.3,,,,,5.3,3.4,,0.96399999,0.86372399,,,,,0.93835998,0.71991998,,196.3,249.61,,,,,198.78,242.38,,215.02,249.44,,,,,212.27,242.58,,5.6367698,4.9841671,,,,,5.6295609,4.7496672,,96.4,86.4,,,,,93.5,68.6,,,,,,,
Goianira,2014,646378.42,16742.52,580354.994,13462.791,0.0231975103844802,204056.146,0.3516057380562491,234462.588,0.4039985705714458,128373.469,0.2211981809878248,2735.2,1786.7,4619.4,1590.36,1137.41,1254.54,1221.26,1295.23,46678.6666666667,"Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Outro calçado com sola exterior e parte superior de borracha ou plástico Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas",Suíça Emirados Árabes Unidos Filipinas Alemanha Macedônia Antilhas Holandesas Espanha Suécia Reino Unido Hong Kong Suíça Países Baixos (Holanda) Irã Egito Hong Kong Itália Rússia Hong Kong Países Baixos (Holanda) Antilhas Holandesas Bélgica Suécia Reino Unido Egito Antilhas Holandesas Albânia Montenegro Tailândia Argélia Antilhas Holandesas França Itália Antilhas Holandesas Jordânia Libéria Gabão,50650326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2015,681417.89,17258.08,603618.567,11226.986,0.0185994709470227,167264.05,0.2771022283680017,285554.706,0.4730714421513147,139572.825,0.2312268585336607,3223.29,1725.0,1311.47,1762.21,1253.5,1495.38,1714.47,1321.01,49833.3333333333,"Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados",Suíça Reino Unido Líbano Hong Kong Suécia Espanha Egito Suíça Hong Kong Itália Países Baixos (Holanda) Irã Rússia Alemanha Emirados Árabes Unidos Países Baixos (Holanda) Hong Kong Filipinas Tailândia Tailândia Itália Espanha,43362655.0,,4.5,,,,,5.2,3.8,,,0.888273,,,,,0.92694002,0.77833003,,,,,,,,,,,,,,,,,,,,,5.0149999,,,,,5.5638499,4.8831668,,,89.0,,,,,92.7,73.5,,,,,,,
Goianira,2016,809587.468,20070.09,712236.766,12911.269,0.0181277766275828,186144.758,0.2613523576512477,362226.412,0.5085758406355564,150954.327,0.2119440250856131,3013.32,1760.94,2097.93,1945.93,1453.84,1662.09,1876.68,1484.03,52988.0,"Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 8425 a 8430 Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço Veios (árvores) de transmissão [incluídas as árvores de cames (excênticos) e cambotas (virabrequins)] e manivelas; chumaceiras (mancais) e bronzes; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de trans Rolamentos de esferas, de roletes ou de agulhas Outras máquinas e aparelhos de elevação, de carga, de descarga ou de movimentação (por exemplo: elevadores, escadas rolantes, transportadores, teleféricos) Partes e acessórios dos veículos automóveis das posições 8701 a 8705 Molas e folhas de molas, de ferro ou aço Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétri Outras obras de borracha vulcanizada não endurecida Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de pára-brisas, degeladores e desembaciadores elétricos, dos tipos utilizados em ciclos e automóveis Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437 Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas","Bolívia Bolívia Bolívia Bolívia Bolívia Bolívia Bolívia Bolívia Bolívia Bolívia Líbano Arábia Saudita Itália Rússia Bélgica Reino Unido Países Baixos (Holanda) Hong Kong Suíça Irã Arábia Saudita Filipinas Chile Hong Kong Países Baixos (Holanda) Bolívia Bolívia Macedônia Alemanha Congo, República Democrática Suécia Egito Rússia Reino Unido Portugal Tailândia Tailândia",60221735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2017,894441.148,21726.08,787409.871,12230.696,0.0155328202635651,190927.388,0.242475227999777,421526.158,0.5353325803049274,162725.628,0.2066593701617438,2105.24,1844.81,978.5,1994.65,1474.56,1725.66,2578.33,1519.47,56142.6666666667,"Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Madeira densificada, em blocos, pranchas, lâminas ou perfis Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",Vietnã Filipinas Sérvia Egito Rússia Países Baixos (Holanda) Sérvia Palestina Jordânia Hong Kong Egito Hong Kong Países Baixos (Holanda) Suíça Irã Turquia Costa do Marfim Argentina,15524826.0,,5.1,4.2,,,,5.7,4.4,,,0.95757002,0.93743402,,,,0.95484602,0.81957299,,,265.35,271.2,,,,213.47,266.1,,,255.94,263.29,,,,218.49,257.76,,,5.355,4.4474282,,,,6.0151639,5.3978329,,,95.8,93.6,,,,95.5,81.6,,,,,,,
Goianira,2018,822807.566,19020.05,726927.587,17903.236,0.0246286374601436,148584.044,0.2044000622031696,375674.391,0.5167975431368517,184765.915,0.2541737558241822,2301.96,2032.77,0.0,1584.93,1472.02,1672.53,2160.12,1550.42,59297.3333333333,"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Carnes de animais da espécie bovina, congeladas Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Carnes de animais da espécie bovina, congeladas Milho Grumos, sêmolas e pellets, de cereais Carnes de animais da espécie bovina, congeladas Grumos, sêmolas e pellets, de cereais Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Sacos de quaisquer dimensões, para embalagem Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grumos, sêmolas e pellets, de cereais Preparações dos tipos utilizados na alimentação de animais Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Milho Milho Milho Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Milho Carnes de animais da espécie bovina, congeladas Milho Milho Grumos, sêmolas e pellets, de cereais Milho Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grumos, sêmolas e pellets, de cereais Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos",Trinidad e Tobago Jordânia Cabo Verde Equador Estados Unidos Taiwan (Formosa) Trinidad e Tobago Trinidad e Tobago Israel Austrália Costa do Marfim Arábia Saudita Egito Filipinas Hong Kong Egito Hong Kong Cabo Verde Cabo Verde Áustria México Malásia Nova Zelândia Maurício Chile Cabo Verde Israel Serra Leoa Portugal Chile Panamá Angola Palestina Gana Índia Turquia Bélgica Barbados Turquia Cabo Verde França Países Baixos (Holanda) Taiwan (Formosa) Japão Taiwan (Formosa) Israel,9744661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goianira,2019,921953.778,20816.77,817109.7,18113.192,0.022167393190902,184208.448,0.225439066504779,412563.845,0.5049063118452761,202224.215,0.2474872284590429,2753.01,1545.55,0.0,1541.84,1469.79,1754.53,2710.37,1567.66,62452.0,"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Carnes de animais da espécie bovina, congeladas Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Carnes de animais da espécie bovina, congeladas Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grumos, sêmolas e pellets, de cereais Milho Milho Milho Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Grumos, sêmolas e pellets, de cereais Milho Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Milho Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Milho Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Carnes de animais da espécie bovina, congeladas Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grumos, sêmolas e pellets, de cereais Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Reservatórios, tonéis, cubas e recipientes semelhantes, de ferro fundido, ferro ou aço, de capacidade > 300 litros, sem dispositivos mecânicos nem térmicos Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Grumos, sêmolas e pellets, de cereais Milho Milho Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Preparações dos tipos utilizados na alimentação de animais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Milho Grumos, sêmolas e pellets, de cereais Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Milho Grumos, sêmolas e pellets, de cereais Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos Grumos, sêmolas e pellets, de cereais Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Grumos, sêmolas e pellets, de cereais Preparações dos tipos utilizados na alimentação de animais Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Milho Grumos, sêmolas e pellets, de cereais Grumos, sêmolas e pellets, de cereais Grumos, sêmolas e pellets, de cereais Milho Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio",África do Sul Palestina Cabo Verde Gabão Estados Unidos Malásia Nova Zelândia Trinidad e Tobago Trinidad e Tobago Gana Angola Egito Sérvia Costa Rica Libéria Taiwan (Formosa) Sérvia Chile Azerbaijão Israel Jordânia Jordânia Turquia Portugal Coreia do Sul Costa do Marfim Namíbia Taiwan (Formosa) Egito Austrália Chile Hong Kong Hong Kong Trinidad e Tobago Cabo Verde França Coreia do Sul Estados Unidos Angola Jordânia Portugal Venezuela Polônia Turquia Israel Países Baixos (Holanda) Austrália Japão Israel Peru Maurício Grécia Coreia do Sul França Taiwan (Formosa) Israel Equador Angola Libéria Costa do Marfim Austrália Japão Israel Chile França Argentina Trinidad e Tobago Portugal,10080160.0,,5.0,4.4,,,,5.7,4.8,,,0.95829099,0.946652,,,,0.94854999,0.917,,,257.1,277.54,,,,210.41,262.8,,,255.55,270.16,,,,221.58,253.86,,,5.2108331,4.6386871,,,,6.0186882,5.2779999,,,96.0,93.7,,,,95.0,91.7,,,,,,,
